species,scientific_name,family,score,date_time,location,image_path, discovered, year
Butterfly-Common Mime,Papilio clytia,Papilionidae,69.56666707992554,2025-05-15 12:58:57,"Manila, Philippines",494738341_24479504178316707_2351858154636768466_n.jpg
Butterfly-Common Lime,Papilio demoleus,Papilionidae,99.99998807907104,2025-05-15 12:59:55,"Manila, Philippines",Common Lime6.jpg
Butterfly-Common Mormon,Papilio polytes,Papilionidae,99.20172691345216,2025-05-15 13:01:45,"Manila, Philippines",Common mormon_MALE+POLYTE14.jpg
Butterfly-Common Mormon,Papilio polytes,Papilionidae,99.21575784683228,2025-05-19 16:45:28,"Manila, Philippines",Common mormon_MALE+POLYTE12.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,99.99983310699464,2025-05-19 16:47:35,"Manila, Philippines",461478884_8836799543017818_73042687346098194_n.jpg
Butterfly-Common Mime,Papilio clytia,Papilionidae,99.60346817970276,2025-05-19 16:49:53,"Manila, Philippines",461451199_3816438245341096_6908856910981033019_n.jpg
Butterfly-Common Jay,Graphium doson,Papilionidae,61.940306425094604,2025-05-19 17:12:58,"Manila, Philippines",Clippers Butterfly 10.jpg
Butterfly-Clippers,Parthenos sylvia,Nymphalidae,99.78567957878111,2025-05-20 08:57:22,"Manila, Philippines",Clippers Butterfly 9.jpg
Butterfly-Clippers,Parthenos sylvia,Nymphalidae,99.90181922912598,2025-05-20 10:50:11,"Manila, Philippines",Clippers Butterfly 7.jpg
Butterfly-Gray Glassy Tiger,Danaus chrysippus,Nymphalidae,82.11641311645508,2025-06-04 09:46:33,"Manila, Philippines",Butterfly_GreyGlassyTiger_452481792_8342969069048017_8913762373439576401_n.jpg
Butterfly-Common Mime,Papilio clytia,Papilionidae,61.58565282821655,2025-06-04 09:46:57,"Manila, Philippines",Emerald Swallowtail 8.jpg
Butterfly-Emerald Swallowtail,Papilio palinurus,Papilionidae,99.98291730880736,2025-06-04 09:47:09,"Manila, Philippines",Emerald Swallowtail 5.jpg
Butterfly-Emerald Swallowtail,Papilio palinurus,Papilionidae,99.99874830245972,2025-06-04 09:47:18,"Manila, Philippines",Emerald Swallowtail 6.jpg
Butterfly-Common Mime,Papilio clytia,Papilionidae,99.9449074268341,2025-06-04 09:47:30,"Manila, Philippines",Common Mime 1.jpeg
Butterfly-Common Mime,Papilio clytia,Papilionidae,99.98623132705688,2025-06-04 09:48:46,"Manila, Philippines",a-coorg-img_0037-common-mime.jpg
Butterfly-Common Mime,Papilio clytia,Papilionidae,99.9152421951294,2025-06-04 09:48:53,"Manila, Philippines",Common Mime - 2 - Nelson Ong.jpg
Butterfly-Common Jay,Graphium doson,Papilionidae,97.3886251449585,2025-06-04 09:49:17,"Manila, Philippines",Common Jay 10.jpg
Butterfly-Common Jay,Graphium doson,Papilionidae,97.3886251449585,2025-06-04 09:49:25,"Manila, Philippines",Common Jay 10.jpg
Butterfly-Common Jay,Graphium doson,Papilionidae,54.00566458702088,2025-06-04 09:49:34,"Manila, Philippines",Common Jay 2.jpg
Butterfly-Clippers,Parthenos sylvia,Nymphalidae,99.78567957878111,2025-06-04 09:49:46,"Manila, Philippines",Clippers Butterfly 9.jpg
Butterfly-Common Jay,Graphium doson,Papilionidae,61.940306425094604,2025-06-04 09:49:52,"Manila, Philippines",Clippers Butterfly 10.jpg
Butterfly-Clippers,Parthenos sylvia,Nymphalidae,99.93583559989928,2025-06-04 09:50:05,"Manila, Philippines",Clippers Butterfly 8.jpg
Butterfly-Golden Birdwing,Troides aeacus,Papilionidae,96.22926115989684,2025-06-04 09:50:25,"Manila, Philippines",Golden Birdwing_MALE 10.jpg
Butterfly-Golden Birdwing,Troides aeacus,Papilionidae,99.99709129333496,2025-06-04 09:50:38,"Manila, Philippines",Golden Birdwing_MALE 25.jpg
Butterfly-Golden Birdwing,Troides aeacus,Papilionidae,99.5197594165802,2025-06-04 09:50:51,"Manila, Philippines",Golden Birdwing_MALE 13.jpg
Butterfly-Golden Birdwing,Troides aeacus,Papilionidae,99.5730459690094,2025-06-04 09:51:01,"Manila, Philippines",Golden Birdwing_MALE 29.jpg
Butterfly-Common Mormon,Papilio polytes,Papilionidae,97.40796089172365,2025-06-04 09:51:18,"Manila, Philippines",Common Mormon_MALE 10.jpg
Butterfly-Common Mormon,Papilio polytes,Papilionidae,98.73907566070557,2025-06-04 09:51:24,"Manila, Philippines",Common Mormon_MALE 6.jpg
Butterfly-Common Mormon,Papilio polytes,Papilionidae,97.18057513237,2025-06-04 09:51:37,"Manila, Philippines",Common Mormon_MALE 25.jpg
Butterfly-Common Mime,Papilio clytia,Papilionidae,99.91758465766908,2025-06-04 09:51:48,"Manila, Philippines",449121412_484288060938817_4108666721494838517_n.jpg
Butterfly-Common Lime,Papilio demoleus,Papilionidae,99.98401403427124,2025-06-04 09:51:55,"Manila, Philippines",Common Lime8.jpg
Butterfly-Common Lime,Papilio demoleus,Papilionidae,99.99805688858032,2025-06-04 09:52:04,"Manila, Philippines",Common Lime27.jpg
Butterfly-Common Lime,Papilio demoleus,Papilionidae,99.94489550590517,2025-06-04 09:52:09,"Manila, Philippines",Common Lime5.jpg
Butterfly-Great Eggfly,Hypolimnas bolina,Nymphalidae,99.18954968452454,2025-06-04 09:52:30,"Manila, Philippines",Great Eggfly 9.jpg
Butterfly-Great Eggfly,Hypolimnas bolina,Nymphalidae,89.22913074493408,2025-06-04 09:52:40,"Manila, Philippines",Great Eggfly 10.jpg
Butterfly-Great Eggfly,Hypolimnas bolina,Nymphalidae,92.2472894191742,2025-06-04 09:52:54,"Manila, Philippines",Great Eggfly 25.jpg
Butterfly-Great Eggfly,Hypolimnas bolina,Nymphalidae,92.2472894191742,2025-06-04 09:53:02,"Manila, Philippines",Great Eggfly 25.jpg
Butterfly-Paper Kite,Idea leuconoe,Nymphalidae,97.8809654712677,2025-06-04 09:53:24,"Manila, Philippines",Paperkite Butterfly 8.jpg
Butterfly-Paper Kite,Idea leuconoe,Nymphalidae,97.89217114448547,2025-06-04 09:53:31,"Manila, Philippines",Paperkite Butterfly 9.jpg
Butterfly-Paper Kite,Idea leuconoe,Nymphalidae,95.4568862915039,2025-06-04 09:53:40,"Manila, Philippines",Paperkite Butterfly 5.jpg
Butterfly-Pink Rose,Pachliopta aristolochiae,Papilionidae,99.33859705924988,2025-06-04 09:54:04,"Manila, Philippines",Pink Rose 15.jpeg
Butterfly-Pink Rose,Pachliopta aristolochiae,Papilionidae,98.40351343154909,2025-06-04 09:54:15,"Manila, Philippines",Pink Rose 23.jpeg
Butterfly-Pink Rose,Pachliopta aristolochiae,Papilionidae,99.54042434692384,2025-06-04 09:54:26,"Manila, Philippines",Pink Rose 28.jpeg
Butterfly-Pink Rose,Pachliopta aristolochiae,Papilionidae,98.38197827339172,2025-06-04 09:54:38,"Manila, Philippines",Pink Rose 24.jpeg
Butterfly-Plain Tiger,Danaus chrysippus,Nymphalidae,99.94250535964966,2025-06-04 09:58:30,"Manila, Philippines",Plain Tiger 9.jpg
Butterfly-Plain Tiger,Danaus chrysippus,Nymphalidae,99.93751645088196,2025-06-04 09:58:36,"Manila, Philippines",Plain Tiger 10.jpg
Butterfly-Plain Tiger,Danaus chrysippus,Nymphalidae,99.77473616600037,2025-06-04 09:58:56,"Manila, Philippines",Plain Tiger 26.jpg
Butterfly-Plain Tiger,Danaus chrysippus,Nymphalidae,99.92338418960573,2025-06-04 09:59:07,"Manila, Philippines",Plain Tiger 24.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,99.99021291732788,2025-06-04 09:59:27,"Manila, Philippines",IMG_20250419_173347.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,99.9951958656311,2025-06-04 09:59:38,"Manila, Philippines",Red Lacewing  13.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,99.99924898147584,2025-06-04 09:59:47,"Manila, Philippines",IMG_20250420_083126.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,99.79019165039062,2025-06-04 09:59:56,"Manila, Philippines",Red Lacewing  16.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,100.0,2025-06-04 10:00:06,"Manila, Philippines",Red Lacewing  26.jpg
Butterfly-Red Lacewing,Cethosia biblis,Nymphalidae,99.87837672233582,2025-06-04 10:00:17,"Manila, Philippines",Red Lacewing  25.jpg
Butterfly-Scarlet Mormon,Papilio rumanzovia,Papilionidae,93.93656849861144,2025-06-04 10:00:44,"Manila, Philippines",Scarlet Mormon 24.jpg
Butterfly-Common Mime,Papilio clytia,Papilionidae,41.895848512649536,2025-06-04 10:00:52,"Manila, Philippines",Scarlet Mormon 16.jpg
Butterfly-Scarlet Mormon,Papilio rumanzovia,Papilionidae,95.5579936504364,2025-06-04 10:01:04,"Manila, Philippines",Scarlet Mormon 6.jpg
Butterfly-Scarlet Mormon,Papilio rumanzovia,Papilionidae,98.24997186660768,2025-06-04 10:01:14,"Manila, Philippines",Scarlet Mormon 22.jpg
Butterfly-Scarlet Mormon,Papilio rumanzovia,Papilionidae,74.46008324623108,2025-06-04 10:01:27,"Manila, Philippines",Scarlet Mormon 17.jpg
Butterfly-Scarlet Mormon,Papilio rumanzovia,Papilionidae,95.5579936504364,2025-06-04 10:02:17,"Manila, Philippines",Scarlet Mormon 6.jpg
Butterfly-Tailed Jay,Graphium agamemnon,Papilionidae,99.09552931785583,2025-06-04 10:05:35,"Manila, Philippines",Tailed Jay 5.jpg
Butterfly-Tailed Jay,Graphium agamemnon,Papilionidae,99.93396401405334,2025-06-04 10:05:43,"Manila, Philippines",Tailed Jay 10.jpg
Butterfly-Tailed Jay,Graphium agamemnon,Papilionidae,99.89445805549622,2025-06-04 10:05:52,"Manila, Philippines",Tailed Jay 29.jpg
Butterfly-Tailed Jay,Graphium agamemnon,Papilionidae,99.93749260902403,2025-06-04 10:06:02,"Manila, Philippines",Tailed Jay 28.jpg
Butterfly-Tailed Jay,Graphium agamemnon,Papilionidae,97.87527322769165,2025-06-04 10:06:11,"Manila, Philippines",Tailed Jay 27.jpg
Butterfly-Plain Tiger,76.01589560508728,2025-06-11 11:52:51,"Manila, Metro Manila, Philippines",agamemnon_healthy_eggs (11).jpg,Danaus chrysippus,Nymphalidae
Butterfly-Tailed Jay,93.7476396560669,2025-06-11 12:11:14,"Manila, Metro Manila, Philippines",10_over_bend.jpg,Graphium agamemnon,Papilionidae
Butterfly-Pink Rose,99.84959363937378,2025-06-11 14:48:26,"Manila, Metro Manila, Philippines",Pink Rose 11.jpeg,Pachliopta kotzebuea,Papilionidae
Butterfly-Pink Rose,99.99451637268066,2025-06-11 14:48:51,"Manila, Metro Manila, Philippines",Pink Rose 8.jpeg,Pachliopta kotzebuea,Papilionidae
Butterfly-Paper Kite,97.71870970726013,2025-06-11 14:49:02,"Manila, Metro Manila, Philippines",IMG_20231227_130637_705.jpg,Idea leuconoe,Nymphalidae
Butterfly-Paper Kite,97.11360335350037,2025-06-11 14:49:14,"Manila, Metro Manila, Philippines",IMG_20231227_130624_081.jpg,Idea leuconoe,Nymphalidae
Butterfly-Paper Kite,99.12727475166321,2025-06-11 14:49:33,"Manila, Metro Manila, Philippines",Paperkite Butterfly leconoe26.jpg,Idea leuconoe,Nymphalidae
Butterfly-Great Yellow Mormon,96.86492681503296,2025-06-11 14:49:41,"Manila, Metro Manila, Philippines",Great Yellow Mormon 3.jpg,Papilio lowi,Papilionidae
Butterfly-Scarlet Mormon,64.50079679489136,2025-06-11 14:49:46,"Manila, Metro Manila, Philippines",Great Yellow Mormon 17.jpg,Papilio rumanzovia,Papilionidae
Butterfly-Great Yellow Mormon,84.9924087524414,2025-06-11 14:49:57,"Manila, Metro Manila, Philippines",Great Yellow Mormon 16.jpg,Papilio lowi,Papilionidae
Butterfly-Great Yellow Mormon,76.57057046890259,2025-06-11 14:50:09,"Manila, Metro Manila, Philippines",Great Yellow Mormon 24.jpg,Papilio lowi,Papilionidae
BUtterfly-Golden Birdwing,46.065983176231384,2025-06-11 14:50:22,"Manila, Metro Manila, Philippines",461226522_8750924088252511_2168976427331485166_n.jpg,Troides aeacus,Papilionidae
BUtterfly-Golden Birdwing,72.86173701286316,2025-06-11 14:53:26,"Manila, Metro Manila, Philippines",461261594_8750924414919145_8891902018163006554_n.jpg,Troides aeacus,Papilionidae
BUtterfly-Golden Birdwing,46.065983176231384,2025-06-11 14:54:31,"Manila, Metro Manila, Philippines",461226522_8750924088252511_2168976427331485166_n.jpg,Troides aeacus,Papilionidae
BUtterfly-Golden Birdwing,46.065983176231384,2025-06-11 14:55:16,"Manila, Metro Manila, Philippines",461226522_8750924088252511_2168976427331485166_n.jpg,Troides aeacus,Papilionidae
Butterfly-Common Mormon,99.98650550842285,2025-06-11 15:02:56,"Manila, Metro Manila, Philippines",Common Mormon_MALE 7.jpg,Papilio polytes,Papilionidae
Butterfly-Common Mormon,99.91917014122009,2025-06-11 15:03:02,"Manila, Metro Manila, Philippines",Common Mormon_MALE 17.jpg,Papilio polytes,Papilionidae
Butterfly-Common Lime,99.94651675224304,2025-06-11 15:03:09,"Manila, Metro Manila, Philippines",Common Lime6.jpg,Papilio demoleus,Papilionidae
Butterfly-Common Lime,99.99912977218628,2025-06-11 15:03:14,"Manila, Metro Manila, Philippines",Common Lime3.jpg,Papilio demoleus,Papilionidae
Butterfly-Tailed Jay,52.01347470283508,2025-06-11 15:31:39,"Manila, Metro Manila, Philippines",cryss_pupae (20).jpg,Graphium agamemnon,Papilionidae
Butterfly-Scarlet Mormon,48.49878549575806,2025-06-11 15:38:50,"Manila, Metro Manila, Philippines",webcam_capture_20250611_153850.jpg,Papilio rumanzovia,Papilionidae
Butterfly-Scarlet Mormon,99.1337776184082,2025-06-11 15:39:13,"Manila, Metro Manila, Philippines",webcam_capture_20250611_153913.jpg,Papilio rumanzovia,Papilionidae
Butterfly-Common Jay,99.8650848865509,2025-06-11 15:39:35,"Manila, Metro Manila, Philippines",Common Jay 2.jpg,Graphium doson,Papilionidae
Butterfly-Tailed Jay,91.70080423355103,2025-06-11 22:54:33,"Manila, Metro Manila, Philippines",agamemnon_female (252).jpg,Graphium agamemnon,Papilionidae
BUtterfly-Golden Birdwing,99.99998807907104,2025-06-11 22:55:29,"Manila, Metro Manila, Philippines",Golden_Birdwing_IMG_20231225_092644_198.jpg,Troides aeacus,Papilionidae
Butterfly-Common Jay,76.45264863967896,2025-06-13 10:19:13,"Manila, Metro Manila, Philippines",461343660_8779967628681490_713706355210715779_n.jpg,Graphium doson,Papilionidae,
Moth-Giant Silk,99.94068145751953,2025-06-13 10:21:08,"Manila, Metro Manila, Philippines",Moth-GiantSilk_504085890_1760337321533448_4485899199236949708_n.jpg,Samia cynthia,Saturniidae,
Moth-Giant Silk,99.28447604179382,2025-06-13 10:21:30,"Manila, Metro Manila, Philippines",Moth-GiantSilk_505374228_1763093087924538_3820683581198027668_n.jpg,Samia cynthia,Saturniidae,
Butterfly-Common Mime,70.85079550743103,2025-06-13 10:21:36,"Manila, Metro Manila, Philippines",Moth-GiantSilk_Samia_luzonica2_cut_edit_600-1.jpg,Papilio clytia,Papilionidae,
Butterfly-Emerald Swallowtail,99.99946355819702,2025-06-13 10:21:54,"Manila, Metro Manila, Philippines",Emerald Swallowtail PP110002 .jpg,Papilio palinurus,Papilionidae,
Butterfly-Emerald Swallowtail,98.92081618309021,2025-06-13 10:22:00,"Manila, Metro Manila, Philippines",Emerald Swallowtail PALI2.jpg,Papilio palinurus,Papilionidae,
Butterfly-Common Mime,55.01022934913635,2025-06-13 10:23:17,"Manila, Metro Manila, Philippines",Emerald Swallowtail 455313698_27105562735710074_5068871329315811457_n.jpg,Papilio clytia,Papilionidae,
Butterfly-Emerald Swallowtail,81.17769360542297,2025-06-13 10:23:57,"Manila, Metro Manila, Philippines",Emerald Swallowtail PALI1.jpg,Papilio palinurus,Papilionidae,
Butterfly-Great Yellow Mormon,54.48383092880249,2025-06-13 10:29:45,"Manila, Metro Manila, Philippines",Emerald Swallowtail PP110024.jpg,Papilio lowi,Papilionidae,,
Butterfly-Emerald Swallowtail,99.73773956298828,2025-06-13 10:47:25,"Manila, Metro Manila, Philippines",Emerald Swallowtail 455240379_27097169699882711_8236135065181294154_n.jpg,Papilio palinurus,Papilionidae,,
Butterfly-Emerald Swallowtail,89.80798125267029,2025-06-13 10:49:48,"Manila, Metro Manila, Philippines",Emerald Swallowtail PP110008.jpg,Papilio palinurus,Papilionidae,,
Butterfly-Emerald Swallowtail,89.80798125267029,2025-06-13 11:08:24,"Manila, Metro Manila, Philippines",Emerald Swallowtail PP110008.jpg,Papilio palinurus,Papilionidae,,
Moth-Atlas,99.49085116386414,2025-06-13 19:19:25,"Manila, Metro Manila, Philippines",Atlas Moth Butterfly 24.jpg,Attacus atlas,Saturniidae,,
Moth-Atlas,98.7322747707367,2025-06-13 19:19:31,"Manila, Metro Manila, Philippines",Atlas Moth Butterfly 1.jpg,Attacus atlas,Saturniidae,,
Moth-Atlas,97.38168120384216,2025-06-13 19:19:38,"Manila, Metro Manila, Philippines",Atlas Moth Butterfly 5.jpg,Attacus atlas,Saturniidae,,
Moth-Atlas,99.6059775352478,2025-06-13 19:19:47,"Manila, Metro Manila, Philippines",Atlas Moth Butterfly 30.jpg,Attacus atlas,Saturniidae,,
Moth-Atlas,64.43780064582825,2025-06-13 19:21:25,"Manila, Metro Manila, Philippines",Atlas Moth 0000.jpg,Attacus atlas,Saturniidae,,
Butterfly-Emerald Swallowtail,75.75196027755737,2025-06-16 12:07:22,"Manila, Metro Manila, Philippines",IMG_20231230_072801_180.jpg,Papilio palinurus,Papilionidae,,
Butterfly-Emerald Swallowtail,97.62824177742004,2025-06-17 11:01:36,"Manila, Metro Manila, Philippines",Emerald Swallowtail 5.jpg,Papilio palinurus,Papilionidae,,
Butterfly-Tailed Jay,51.969099044799805,2025-06-17 15:44:18,"Manila, Metro Manila, Philippines",IMG_20210709_080122.jpg,Graphium agamemnon,Papilionidae,,
Butterfly-Gray Glassy Tiger,93.07299852371216,2025-06-20 12:14:25,"Manila, Metro Manila, Philippines",509282945_24258618380389831_556133343927912466_n.jpg,Ideopsis vulgaris,Nymphalidae,,
Butterfly-Common Mime,99.99926090240479,2025-06-20 12:15:50,"Manila, Metro Manila, Philippines",449121412_484288060938817_4108666721494838517_n.jpg,Papilio clytia,Papilionidae,,
Butterfly-Common Mime,99.99926090240479,2025-06-20 12:17:26,"Manila, Metro Manila, Philippines",449121412_484288060938817_4108666721494838517_n.jpg,Papilio clytia,Papilionidae,,
Butterfly-Common Lime,99.99518394470215,2025-06-20 12:19:58,"Manila, Metro Manila, Philippines",Common Lime4.jpg,Papilio demoleus,Papilionidae,,
Butterfly-Common Lime,99.22508597373962,2025-06-20 12:25:58,"Manila, Metro Manila, Philippines",Common Lime5.jpg,Papilio demoleus,Papilionidae,Linnaeus,1978
Butterfly-Common Lime,65.80793857574463,2025-06-20 13:01:00,"Manila, Metro Manila, Philippines",demoleus (16).jpg,Papilio demoleus,Papilionidae,Linnaeus,1758
BUtterfly-Golden Birdwing,85.86249947547913,2025-06-20 13:01:55,"Manila, Metro Manila, Philippines",461261594_8750924414919145_8891902018163006554_n.jpg,Troides rhadamantus,Papilionidae,H. Lucas,1835
BUtterfly-Golden Birdwing,94.74376440048218,2025-06-20 23:02:51,"Manila, Metro Manila, Philippines",461192226_8750924304919156_806926012499383582_n.jpg,Troides rhadamantus,Papilionidae,H. Lucas,1835
Butterfly-Golden Birdwing,99.9941349029541,2025-06-20 23:32:13,"Manila, Metro Manila, Philippines",Golden Birdwing_MALE 24.jpg,Troides rhadamantus,Papilionidae,H. Lucas,1835
Butterfly-Golden Birdwing,99.2230474948883,2025-06-22 13:09:16,"Manila, Metro Manila, Philippines",IMG_20231225_092946_836.jpg,Troides rhadamantus,Papilionidae,H. Lucas,1835
Butterfly-Common Mormon,99.67798590660095,2025-06-22 13:10:01,"Manila, Metro Manila, Philippines",Common Mormon_MALE 30.jpg,Papilio polytes,Papilionidae,Linnaeus,1758
Butterfly-Gray Glassy Tiger,75.4137933254242,2025-06-22 13:11:19,"Manila, Metro Manila, Philippines",508399612_24258618130389856_6435943305073082259_n.jpg,Ideopsis juventa,Nymphalidae,Cramer,1777
